arm,mix,value_size,dist,scale,rep,order,keys,server,version,ops_per_sec,value_ops_per_sec,hit_ratio,p50_us,p99_us,used_memory,vmhwm_bytes,disk_bytes,coverage_fraction
data,10,128,uniform,1,1,aki redis valkey,588674,redis,redis 8.8.0,2459828.2,2459828.2,1,318.975,2578.431,125059672,156594176,0,1
data,10,128,uniform,1,1,aki redis valkey,588674,valkey,valkey 9.1.0,2418051.7,2418051.7,1,287.487,4108.287,123766752,220409856,0,1
data,10,128,uniform,1,2,valkey redis aki,588674,f3,unknown,1757643.4,1757643.4,1,388.351,3606.527,103258560,139571200,0,1
data,10,128,uniform,1,2,valkey redis aki,588674,redis,redis 8.8.0,2384185.0,2384185.0,1,326.655,2750.463,125059992,156405760,0,1
data,10,128,uniform,1,2,valkey redis aki,588674,valkey,valkey 9.1.0,2411208.6,2411208.6,1,291.327,4038.655,123756896,220065792,0,1
data,10,128,uniform,4,1,aki redis valkey,2354696,f3,unknown,1738004.5,1738004.5,1,398.335,3532.799,413242944,460795904,0,1
data,10,128,uniform,4,1,aki redis valkey,2354696,redis,redis 8.8.0,2349310.1,2349310.1,1,339.711,2613.247,495946504,540762112,0,1
data,10,128,uniform,4,1,aki redis valkey,2354696,valkey,valkey 9.1.0,2303089.5,2303089.5,1,313.599,3995.647,490177312,795500544,0,1
data,10,128,uniform,4,2,valkey redis aki,2354696,f3,unknown,1742058.2,1742058.2,1,390.143,3602.431,413242944,462635008,0,1
data,10,128,uniform,4,2,valkey redis aki,2354696,redis,redis 8.8.0,2304025.6,2304025.6,1,344.575,2734.079,495937064,541057024,0,1
data,10,128,uniform,4,2,valkey redis aki,2354696,valkey,valkey 9.1.0,2291121.6,2291121.6,1,314.623,4020.223,490153440,794308608,0,1
data,10,128,uniform,16,1,aki redis valkey,9418787,f3,unknown,690829.6,476967.6,0.6904,1521.663,2770.943,1160704672,1277251584,0,0.7245
data,10,128,uniform,16,1,aki redis valkey,9418787,redis,redis 8.8.0,2257661.3,2257661.3,1,360.191,2551.807,1979432424,2109534208,0,1
